CoordX_SM,CoordY_SM,field_4_16
190999.30608056363,277801.27405859163,1.258962395433388
190999.30608056363,277851.27405859163,1.2820982193491073
190999.30608056363,277901.27405859163,1.2817015801539824
190999.30608056363,277951.27405859163,1.279787698595449
190999.30608056363,278001.27405859163,1.2756312248770378
190999.30608056363,278051.27405859163,1.2693934772212694
190999.30608056363,278101.27405859163,1.2611549792957524
190999.30608056363,278151.27405859163,1.2514929240875352
190999.30608056363,278201.27405859163,1.241345855914738
190999.30608056363,278251.27405859163,1.2316828490735978
190999.30608056363,278301.27405859163,1.2231356063180285
190999.30608056363,278351.27405859163,1.215958533178439
190999.30608056363,278401.27405859163,1.2101344714376603
190999.30608056363,278451.27405859163,1.2055074097571696
190999.30608056363,278501.27405859163,1.201877503979412
190999.30608056363,278551.27405859163,1.1990514841762907
190999.30608056363,278601.27405859163,1.1968626095984218
190999.30608056363,278651.27405859163,1.1992753362925437
190999.30608056363,278701.27405859163,1.198546664191163
190999.30608056363,278751.27405859163,1.1981515654791641
190999.30608056363,278801.27405859163,1.198600555471792
190999.30608056363,278851.27405859163,1.1987400109106017
190999.30608056363,278901.27405859163,1.1990389557168804
190999.30608056363,278951.27405859163,1.199459259132765
190999.30608056363,279001.27405859163,1.2040179005075065
190999.30608056363,279051.27405859163,1.2092218558397008
190999.30608056363,279101.27405859163,1.2122382393217683
190999.30608056363,279151.27405859163,1.2142870188540797
190999.30608056363,279201.27405859163,1.2196062075580547
190999.30608056363,279251.27405859163,1.214797742199947
190999.30608056363,279301.27405859163,1.217468463500212
190999.30608056363,279351.27405859163,1.228678865963376
190999.30608056363,279401.27405859163,1.2322625054176581
190999.30608056363,279451.27405859163,1.245778068016425
190999.30608056363,279501.27405859163,1.249921610360175
190999.30608056363,279551.27405859163,1.2539548983225388
190999.30608056363,279601.27405859163,1.2578511646660955
190999.30608056363,279651.27405859163,1.2720058712597386
190999.30608056363,279701.27405859163,1.2757072535452647
191049.30608056363,277051.27405859163,1.1948864129799759
191049.30608056363,277101.27405859163,1.1948743867307323
191049.30608056363,277151.27405859163,1.1948677916602635
191049.30608056363,277201.27405859163,1.1949579907922092
191049.30608056363,277251.27405859163,1.1968275401473518
191049.30608056363,277301.27405859163,1.21134519110163
191049.30608056363,277351.27405859163,1.2532549703120621
191049.30608056363,277401.27405859163,1.2853622595500116
191049.30608056363,277451.27405859163,1.29377354569186
191049.30608056363,277501.27405859163,1.2949295610256257
191049.30608056363,277551.27405859163,1.2949462636093547
191049.30608056363,277601.27405859163,1.2921261158504243
191049.30608056363,277651.27405859163,1.2604637019994063
191049.30608056363,277701.27405859163,1.2265931959386613
191049.30608056363,277751.27405859163,1.2312931164946148
191049.30608056363,277801.27405859163,1.2394427905348808
191049.30608056363,277851.27405859163,1.2393385128555738
191049.30608056363,277901.27405859163,1.2471784818154839
191049.30608056363,277951.27405859163,1.258559641468598
191049.30608056363,278001.27405859163,1.2619053681202943
191049.30608056363,278051.27405859163,1.2582968817103999
191049.30608056363,278101.27405859163,1.2501981811752956
191049.30608056363,278151.27405859163,1.239909024061697
191049.30608056363,278201.27405859163,1.2293966254758608
191049.30608056363,278251.27405859163,1.2199732138848194
191049.30608056363,278301.27405859163,1.2121843284509928
191049.30608056363,278351.27405859163,1.2060540434279166
191049.30608056363,278401.27405859163,1.2013616592645715
191049.30608056363,278451.27405859163,1.1978242163031063
191049.30608056363,278501.27405859163,1.1951812113941154
191049.30608056363,278551.27405859163,1.1932204574712326
191049.30608056363,278601.27405859163,1.1954494130315882
191049.30608056363,278651.27405859163,1.1949674830428216
191049.30608056363,278701.27405859163,1.1952835813193146
191049.30608056363,278751.27405859163,1.1954596921399196
191049.30608056363,278801.27405859163,1.1958338933575667
191049.30608056363,278851.27405859163,1.1963570600525224
191049.30608056363,278901.27405859163,1.1969900188661748
191049.30608056363,278951.27405859163,1.1977014641621477
191049.30608056363,279001.27405859163,1.2027142756704061
191049.30608056363,279051.27405859163,1.2095258174500825
191049.30608056363,279101.27405859163,1.2117629285910934
191049.30608056363,279151.27405859163,1.2220495519245096
191049.30608056363,279201.27405859163,1.2198493860336206
191049.30608056363,279251.27405859163,1.2151341308469192
191049.30608056363,279301.27405859163,1.2264277582325562
191049.30608056363,279351.27405859163,1.2302824491155238
191049.30608056363,279401.27405859163,1.2341237085349748
191049.30608056363,279451.27405859163,1.2482514967518488
191049.30608056363,279501.27405859163,1.2526030349454687
191049.30608056363,279551.27405859163,1.2568103401632296
191049.30608056363,279601.27405859163,1.2608476035748881
191049.30608056363,279651.27405859163,1.2752352547877304
191049.30608056363,279701.27405859163,1.278987358671279
191049.30608056363,279751.27405859163,1.2824953300129962
191099.30608056363,277001.27405859163,1.1943480485165452
191099.30608056363,277051.27405859163,1.1947241003807856
191099.30608056363,277101.27405859163,1.1948561510541156
191099.30608056363,277151.27405859163,1.194865758648936
191099.30608056363,277201.27405859163,1.1949071400693916
191099.30608056363,277251.27405859163,1.1963514333841647
191099.30608056363,277301.27405859163,1.2091908330807446
191099.30608056363,277351.27405859163,1.2492045251191597
191099.30608056363,277401.27405859163,1.2834246194446657
191099.30608056363,277451.27405859163,1.2933032296923055
191099.30608056363,277501.27405859163,1.2948283831763538
191099.30608056363,277551.27405859163,1.2948463293612922
191099.30608056363,277601.27405859163,1.2922597511859841
191099.30608056363,277651.27405859163,1.2714683084339526
191099.30608056363,277701.27405859163,1.24366813120743
191099.30608056363,277751.27405859163,1.239961908972965
191099.30608056363,277801.27405859163,1.2400687472208605
191099.30608056363,277851.27405859163,1.2402404001093954
191099.30608056363,277901.27405859163,1.2438852448247846
191099.30608056363,277951.27405859163,1.249457387319873
191099.30608056363,278001.27405859163,1.2503399406654239
191099.30608056363,278051.27405859163,1.2446111090011303
191099.30608056363,278101.27405859163,1.2345344130824008
191099.30608056363,278151.27405859163,1.2232901372723128
191099.30608056363,278201.27405859163,1.213184814893491
191099.30608056363,278251.27405859163,1.2051463498635204
191099.30608056363,278301.27405859163,1.1991730665060714
191099.30608056363,278351.27405859163,1.1948876388429912
191099.30608056363,278401.27405859163,1.1918658947464569
191099.30608056363,278451.27405859163,1.1897587393162703
191099.30608056363,278501.27405859163,1.1883095244840203
191099.30608056363,278551.27405859163,1.1905718648498742
191099.30608056363,278601.27405859163,1.190279609589547
191099.30608056363,278651.27405859163,1.1911592755850278
191099.30608056363,278701.27405859163,1.1916905570559024
191099.30608056363,278751.27405859163,1.192391574427145
191099.30608056363,278801.27405859163,1.1932159362728654
191099.30608056363,278851.27405859163,1.1941266682997473
191099.30608056363,278901.27405859163,1.1950942510860056
191099.30608056363,278951.27405859163,1.1999193255066278
191099.30608056363,279001.27405859163,1.201590888986026
191099.30608056363,279051.27405859163,1.2089755193817036
191099.30608056363,279101.27405859163,1.2115193824680195
191099.30608056363,279151.27405859163,1.222568152894164
191099.30608056363,279201.27405859163,1.2203622878774287
191099.30608056363,279251.27405859163,1.223937328333087
191099.30608056363,279301.27405859163,1.2280835270823964
191099.30608056363,279351.27405859163,1.2322277272130815
191099.30608056363,279401.27405859163,1.2463878785515152
191099.30608056363,279451.27405859163,1.251087766015117
191099.30608056363,279501.27405859163,1.255637108595476
191099.30608056363,279551.27405859163,1.2600045797693802
191099.30608056363,279601.27405859163,1.2746962630967893
191099.30608056363,279651.27405859163,1.277412041367415
191099.30608056363,279701.27405859163,1.2811736831846807
191099.30608056363,279751.27405859163,1.284668652749899
191099.30608056363,279801.27405859163,1.2879015877590074
191149.30608056363,277001.27405859163,1.1928961908915972
191149.30608056363,277051.27405859163,1.1938535969477908
191149.30608056363,277101.27405859163,1.194492666962981
191149.30608056363,277151.27405859163,1.1946681507840737
191149.30608056363,277201.27405859163,1.1946085646085145
191149.30608056363,277251.27405859163,1.1959242104687788
191149.30608056363,277301.27405859163,1.207171888722361
191149.30608056363,277351.27405859163,1.240586307561645
191149.30608056363,277401.27405859163,1.275475575779727
191149.30608056363,277451.27405859163,1.2897351581158616
191149.30608056363,277501.27405859163,1.2931489317110352
191149.30608056363,277551.27405859163,1.2930269849812308
191149.30608056363,277601.27405859163,1.2883424162476553
191149.30608056363,277651.27405859163,1.2711517344739938
191149.30608056363,277701.27405859163,1.2499151038673648
191149.30608056363,277751.27405859163,1.2425646998774542
191149.30608056363,277801.27405859163,1.2414852279924489
191149.30608056363,277851.27405859163,1.2416785350729025
191149.30608056363,277901.27405859163,1.2424921706232714
191149.30608056363,277951.27405859163,1.2413106135399394
191149.30608056363,278001.27405859163,1.234769339732054
191149.30608056363,278051.27405859163,1.2233558772405377
191149.30608056363,278101.27405859163,1.2108278763024738
191149.30608056363,278151.27405859163,1.2003367109189556
191149.30608056363,278201.27405859163,1.192899097074293
191149.30608056363,278251.27405859163,1.1881059888785963
191149.30608056363,278301.27405859163,1.1851689328369777
191149.30608056363,278351.27405859163,1.1834219376206667
191149.30608056363,278401.27405859163,1.1824223470929285
191149.30608056363,278451.27405859163,1.1819028314979654
191149.30608056363,278501.27405859163,1.184310373133516
191149.30608056363,278551.27405859163,1.1848723015642197
191149.30608056363,278601.27405859163,1.186218935834675
191149.30608056363,278651.27405859163,1.187235017681203
191149.30608056363,278701.27405859163,1.188367201986941
191149.30608056363,278751.27405859163,1.1895788474169553
191149.30608056363,278801.27405859163,1.190839695386665
191149.30608056363,278851.27405859163,1.192124992433701
191149.30608056363,278901.27405859163,1.2051307428238134
191149.30608056363,278951.27405859163,1.1987266182478409
191149.30608056363,279001.27405859163,1.2059141750704072
191149.30608056363,279051.27405859163,1.2086988682907205
191149.30608056363,279101.27405859163,1.2115538607278387
191149.30608056363,279151.27405859163,1.2234362046778724
191149.30608056363,279201.27405859163,1.221192112462523
191149.30608056363,279251.27405859163,1.2256486928121333
191149.30608056363,279301.27405859163,1.2301187400573566
191149.30608056363,279351.27405859163,1.2345550741609779
191149.30608056363,279401.27405859163,1.249391147813227
191149.30608056363,279451.27405859163,1.2543158418891625
191149.30608056363,279501.27405859163,1.2590472293770403
191149.30608056363,279551.27405859163,1.2725507225923853
191149.30608056363,279601.27405859163,1.2769178125376797
191149.30608056363,279651.27405859163,1.2809887686607977
191149.30608056363,279701.27405859163,1.2847627130280677
191149.30608056363,279751.27405859163,1.2882443636304286
191149.30608056363,279801.27405859163,1.2914427553853511
191149.30608056363,279851.27405859163,1.2943700713328452
191199.30608056363,277001.27405859163,1.1886536087465325
191199.30608056363,277051.27405859163,1.1891635645589602
191199.30608056363,277101.27405859163,1.1896692224282617
191199.30608056363,277151.27405859163,1.1895395218218237
191199.30608056363,277201.27405859163,1.188817147058302
191199.30608056363,277251.27405859163,1.1900776059572982
191199.30608056363,277301.27405859163,1.1996016761061117
191199.30608056363,277351.27405859163,1.2256064876594868
191199.30608056363,277401.27405859163,1.2592941942289115
191199.30608056363,277451.27405859163,1.279414690281624
191199.30608056363,277501.27405859163,1.286261264586937
191199.30608056363,277551.27405859163,1.2861965317477637
191199.30608056363,277601.27405859163,1.2796318338205421
191199.30608056363,277651.27405859163,1.2648590437827214
191199.30608056363,277701.27405859163,1.2489153151599537
191199.30608056363,277751.27405859163,1.2408687783981214
191199.30608056363,277801.27405859163,1.2379957231021632
191199.30608056363,277851.27405859163,1.2354009966097146
191199.30608056363,277901.27405859163,1.229612172275467
191199.30608056363,277951.27405859163,1.2180337205877558
191199.30608056363,278001.27405859163,1.2020683102236436
191199.30608056363,278051.27405859163,1.1871955640383316
191199.30608056363,278101.27405859163,1.1773382062629576
191199.30608056363,278151.27405859163,1.1725896644203313
191199.30608056363,278201.27405859163,1.1711618195869686
191199.30608056363,278251.27405859163,1.1713498730658234
191199.30608056363,278301.27405859163,1.172138852394763
191199.30608056363,278351.27405859163,1.1730779722333462
191199.30608056363,278401.27405859163,1.1757406693042884
191199.30608056363,278451.27405859163,1.1771115005060349
191199.30608056363,278501.27405859163,1.1785328630219611
191199.30608056363,278551.27405859163,1.1804993927864318
191199.30608056363,278601.27405859163,1.1821168141864784
191199.30608056363,278651.27405859163,1.183773959964228
191199.30608056363,278701.27405859163,1.1854517975673937
191199.30608056363,278751.27405859163,1.1871309043304747
191199.30608056363,278801.27405859163,1.1887935213192227
191199.30608056363,278851.27405859163,1.1904245589440723
191199.30608056363,278901.27405859163,1.2043029500784237
191199.30608056363,278951.27405859163,1.1978231839767495
191199.30608056363,279001.27405859163,1.205630838147921
191199.30608056363,279051.27405859163,1.2087463925472293
191199.30608056363,279101.27405859163,1.2186885628584982
191199.30608056363,279151.27405859163,1.2245913165612923
191199.30608056363,279201.27405859163,1.2229645662661621
191199.30608056363,279251.27405859163,1.227781100311353
191199.30608056363,279301.27405859163,1.2325784788322856
191199.30608056363,279351.27405859163,1.2474949909975015
191199.30608056363,279401.27405859163,1.2528301649494435
191199.30608056363,279451.27405859163,1.257350638340145
191199.30608056363,279501.27405859163,1.271612521551869
191199.30608056363,279551.27405859163,1.276354479445214
191199.30608056363,279601.27405859163,1.2807677487793883
191199.30608056363,279651.27405859163,1.284849850202157
191199.30608056363,279701.27405859163,1.2886053297025
191199.30608056363,279751.27405859163,1.2847984708525098
191199.30608056363,279801.27405859163,1.288140749552395
191199.30608056363,279851.27405859163,1.2911797511628857
191199.30608056363,280351.27405859163,1.3155059590712312
191199.30608056363,280401.27405859163,1.3163252434656738
191199.30608056363,280451.27405859163,1.3170471786432472
191249.30608056363,277001.27405859163,1.181511959401046
191249.30608056363,277051.27405859163,1.1791925713980966
191249.30608056363,277101.27405859163,1.1765439572091974
191249.30608056363,277151.27405859163,1.1747200119032806
191249.30608056363,277201.27405859163,1.1748146882307275
191249.30608056363,277251.27405859163,1.177636339045177
191249.30608056363,277301.27405859163,1.1860161390995927
191249.30608056363,277351.27405859163,1.205918903791093
191249.30608056363,277401.27405859163,1.235962080038967
191249.30608056363,277451.27405859163,1.2601404388006485
191249.30608056363,277501.27405859163,1.27113921456521
191249.30608056363,277551.27405859163,1.272219041678902
191249.30608056363,277601.27405859163,1.2653418991603822
191249.30608056363,277651.27405859163,1.2524533849427815
191249.30608056363,277701.27405859163,1.2382945137618286
191249.30608056363,277751.27405859163,1.2271585955360298
191249.30608056363,277801.27405859163,1.2173152269320529
191249.30608056363,277851.27405859163,1.2040585182302532
191249.30608056363,277901.27405859163,1.1844377297409612
191249.30608056363,277951.27405859163,1.1619869414772197
191249.30608056363,278001.27405859163,1.1452717761539344
191249.30608056363,278051.27405859163,1.138900976626873
191249.30608056363,278101.27405859163,1.1409297950829373
191249.30608056363,278151.27405859163,1.1469046409557964
191249.30608056363,278201.27405859163,1.1532920693721609
191249.30608056363,278251.27405859163,1.1585365054658618
191249.30608056363,278301.27405859163,1.1624467662863747
191249.30608056363,278351.27405859163,1.1666482376924496
191249.30608056363,278401.27405859163,1.1693104978418092
191249.30608056363,278451.27405859163,1.1716711960654678
191249.30608056363,278501.27405859163,1.1742904768256293
191249.30608056363,278551.27405859163,1.1765342721858394
191249.30608056363,278601.27405859163,1.178745266537284
191249.30608056363,278651.27405859163,1.1809241849679726
191249.30608056363,278701.27405859163,1.1830607912011823
191249.30608056363,278751.27405859163,1.1851418304258372
191249.30608056363,278801.27405859163,1.187154901272584
191249.30608056363,278851.27405859163,1.2007371819494066
191249.30608056363,278901.27405859163,1.2038890518249377
191249.30608056363,278951.27405859163,1.2023335618173623
191249.30608056363,279001.27405859163,1.2057261933214465
191249.30608056363,279051.27405859163,1.2156490735812493
191249.30608056363,279101.27405859163,1.2202315097214407
191249.30608056363,279151.27405859163,1.2265951886612838
191249.30608056363,279201.27405859163,1.225203306455499
191249.30608056363,279251.27405859163,1.230384472453434
191249.30608056363,279301.27405859163,1.2355086027419355
191249.30608056363,279351.27405859163,1.2504024705386405
191249.30608056363,279401.27405859163,1.2558928234164146
191249.30608056363,279451.27405859163,1.2705575019392716
191249.30608056363,279501.27405859163,1.2757141745069627
191249.30608056363,279551.27405859163,1.2726687487678285
191249.30608056363,279601.27405859163,1.2773508668850877
191249.30608056363,279651.27405859163,1.281651228001485
191249.30608056363,279701.27405859163,1.285580463388997
191249.30608056363,279751.27405859163,1.2889822944835436
191249.30608056363,279801.27405859163,1.2921732647318926
191249.30608056363,279851.27405859163,1.2950515204240693
191249.30608056363,279901.27405859163,1.297640226739446
191249.30608056363,279951.27405859163,1.2999623917152232
191249.30608056363,280351.27405859163,1.3180401294882618
191249.30608056363,280401.27405859163,1.3187637563384775
191249.30608056363,280451.27405859163,1.3193946591831875
191249.30608056363,280501.27405859163,1.3199417747622197
191249.30608056363,280551.27405859163,1.3204131276498172
191299.30608056363,277001.27405859163,1.1761097434440595
191299.30608056363,277051.27405859163,1.1732328257236204
191299.30608056363,277101.27405859163,1.1714001634782523
191299.30608056363,277151.27405859163,1.1707916658551825
191299.30608056363,277201.27405859163,1.170864782651193
191299.30608056363,277251.27405859163,1.172014910425121
191299.30608056363,277301.27405859163,1.176793767737473
191299.30608056363,277351.27405859163,1.190017540831267
191299.30608056363,277401.27405859163,1.2131699385594967
191299.30608056363,277451.27405859163,1.236295664787937
191299.30608056363,277501.27405859163,1.2494588094551624
191299.30608056363,277551.27405859163,1.2518690096969114
191299.30608056363,277601.27405859163,1.245034677483315
191299.30608056363,277651.27405859163,1.2320144468661145
191299.30608056363,277701.27405859163,1.2149093435962068
191299.30608056363,277751.27405859163,1.19496742875707
191299.30608056363,277801.27405859163,1.1705321522423235
191299.30608056363,277851.27405859163,1.1406605907451504
191299.30608056363,277901.27405859163,1.111118611720252
191299.30608056363,277951.27405859163,1.0919477130028539
191299.30608056363,278001.27405859163,1.0878824853631663
191299.30608056363,278051.27405859163,1.0973384865036195
191299.30608056363,278101.27405859163,1.114598227655075
191299.30608056363,278151.27405859163,1.1318845932138406
191299.30608056363,278201.27405859163,1.1446545163621862
191299.30608056363,278251.27405859163,1.1527961828579658
191299.30608056363,278301.27405859163,1.158731679996005
191299.30608056363,278351.27405859163,1.1624333347039955
191299.30608056363,278401.27405859163,1.1653849736960336
191299.30608056363,278451.27405859163,1.17101835137492
191299.30608056363,278501.27405859163,1.1709993788355717
191299.30608056363,278551.27405859163,1.1736234947863882
191299.30608056363,278601.27405859163,1.176225630039703
191299.30608056363,278651.27405859163,1.1787854915361313
191299.30608056363,278701.27405859163,1.1812786623654352
191299.30608056363,278751.27405859163,1.1836840925272145
191299.30608056363,278801.27405859163,1.1969316885547843
191299.30608056363,278851.27405859163,1.200497383227557
191299.30608056363,278901.27405859163,1.207821970225932
191299.30608056363,278951.27405859163,1.2147757243270878
191299.30608056363,279001.27405859163,1.2124088391252366
191299.30608056363,279051.27405859163,1.2173199553620722
191299.30608056363,279101.27405859163,1.2222730588380688
191299.30608056363,279151.27405859163,1.229112941198262
191299.30608056363,279201.27405859163,1.2279630058474889
191299.30608056363,279251.27405859163,1.2335095929667557
191299.30608056363,279301.27405859163,1.2482986042966542
191299.30608056363,279351.27405859163,1.2542627340705201
191299.30608056363,279401.27405859163,1.2611264944581777
191299.30608056363,279451.27405859163,1.2670164913011468
191299.30608056363,279501.27405859163,1.272494229396539
191299.30608056363,279551.27405859163,1.2775490066403403
191299.30608056363,279601.27405859163,1.282005070385964
191299.30608056363,279651.27405859163,1.286175990752097
191299.30608056363,279701.27405859163,1.2899525382045196
191299.30608056363,279751.27405859163,1.293357944405727
191299.30608056363,279801.27405859163,1.296417673615359
191299.30608056363,279851.27405859163,1.2991581087955482
191299.30608056363,279901.27405859163,1.3016055610018014
191299.30608056363,279951.27405859163,1.303785560907769
191299.30608056363,280001.27405859163,1.3057223838654446
191299.30608056363,280051.27405859163,1.3182188218116833
191299.30608056363,280301.27405859163,1.3198422941660692
191299.30608056363,280351.27405859163,1.320564976816211
191299.30608056363,280401.27405859163,1.3211904334605817
191299.30608056363,280451.27405859163,1.3217283731049363
191299.30608056363,280501.27405859163,1.3221874672619447
191299.30608056363,280551.27405859163,1.322575465749157
191299.30608056363,280601.27405859163,1.3228993012609003
191299.30608056363,280651.27405859163,1.3231651829027375
191349.30608056363,277001.27405859163,1.1737555630304068
191349.30608056363,277051.27405859163,1.1716691963345252
191349.30608056363,277101.27405859163,1.1707503218900819
191349.30608056363,277151.27405859163,1.1705913106685597
191349.30608056363,277201.27405859163,1.1705983031429679
